"Old Ref ID"	"Ref ID"	"Record Last Updated (dd/mm/yyyy)"	"Operator (or Applicant)"	"Site Name"	"Technology Type"	"Storage Type"	"Storage Co-location REPD Ref ID"	"Installed Capacity (MWelec)"	"CHP Enabled"	"RO Banding (ROC/MWh)"	"FiT Tariff (p/kWh)"	"CfD Capacity (MW)"	"Turbine Capacity (MW)"	"No. of Turbines"	"Height of Turbines (m)"	"Mounting Type for Solar"	"Development Status"	"Development Status (short)"	"Address"	"County"	"Region"	"Country"	"Post Code"	"X-coordinate"	"Y-coordinate"	"Planning Authority"	"Planning Application Reference"	"Appeal Reference"	"Secretary of State Reference"	"Type of Secretary of State Intervention"	"Judicial Review"	"Offshore Wind Round"	"Planning Application Submitted"	"Planning Application Withdrawn"	"Planning Permission Refused"	"Appeal Lodged"	"Appeal Withdrawn"	"Appeal Refused"	"Appeal Granted"	"Planning Permission Granted"	"Secretary of State - Intervened"	"Secretary of State - Refusal"	"Secretary of State - Granted"	"Planning Permission Expired"	"Under Construction"	"Operational"	"Sites"
NA	5863	2019-08-22	"Cierco"	"Forth of Firth (Methil)"	"Wind Offshore"	NA	NA	29.9	"n/a"	NA	NA	NA	"6"	"2"	"121"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Forth of Firth"	"Offshore"	"Offshore"	"Scotland"	NA	338141	696278	"Marine Scotland"	NA	NA	NA	NA	NA	NA	2015-07-06	NA	NA	NA	NA	NA	NA	2016-12-21	NA	NA	NA	NA	NA	NA	1
NA	5874	2019-01-29	"Hunterston Estates"	"Land at Hunterston Estate"	"Solar Photovoltaics"	NA	NA	5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Abandoned"	"Abandoned"	"Campbelton Bungalow, Hunterston Estate, (Site To South East Of), West Kilbride, Strathclyde, Scotland"	"North Ayrshire"	"Scotland"	"Scotland"	"KA23 9QF"	219397	650592	"North Ayrshire Council"	"15/00487/PP"	NA	NA	NA	NA	NA	2015-11-24	NA	NA	NA	NA	NA	NA	2016-01-15	NA	NA	NA	2019-01-15	NA	NA	1
NA	5876	2019-11-21	"Private Developer"	"Stoney Hill Farm"	"Wind Onshore"	NA	NA	2	"n/a"	NA	NA	NA	"2"	"1"	"100"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Stoneyhill Farm, Drumclog, Strathaven, Strathclyde, Scotland"	"South Lanarkshire"	"Scotland"	"Scotland"	"ML10 6RG"	266542	636804	"South Lanarkshire Council"	"EK/15/0375"	NA	NA	NA	NA	NA	2015-11-23	NA	NA	NA	NA	NA	NA	2016-07-05	NA	NA	NA	2019-07-05	NA	NA	1
NA	5884	2017-01-31	"Environmental Energy Investments"	"Weels Farm Solar Array"	"Solar Photovoltaics"	NA	NA	4.9	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Appeal Refused"	"Application Refused"	"Weels Farm, Kaim Road, Lochwinnoch, Strathclyde, Scotland"	"Renfrewshire"	"Scotland"	"Scotland"	"PA12 4LD"	235358	661528	"Renfrewshire Council"	"15/0821/PP"	"PPA-110-2298"	NA	NA	NA	NA	2015-11-12	NA	2016-02-03	2016-04-21	NA	2016-12-29	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	5893	2016-11-30	"Environmental Energy Investments"	"West Mitchelton Farm Solar Array"	"Solar Photovoltaics"	NA	NA	4.9	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Appeal Refused"	"Application Refused"	"West Mitchelton, Bridesmill Road, Lochwinnoch, Strathclyde, Scotland"	"Renfrewshire"	"Scotland"	"Scotland"	"PA12 4HR"	236152	661252	"Renfrewshire Council"	"15/0802/PP"	"PPA-350-2017"	NA	NA	NA	NA	2015-11-12	NA	2016-02-03	2016-04-21	NA	2016-11-28	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	5899	2019-10-17	"RM Brown & Son Ltd"	"Inchdairnie"	"Anaerobic Digestion"	NA	NA	2	"Yes"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Inchdairnie, Kinglassie Road, Glenrothes, Fife, Scotland"	"Fife"	"Scotland"	"Scotland"	"KY5 0UL"	324885	699061	"Fife Council"	"15/03461/FULL"	NA	NA	NA	NA	NA	2015-10-28	NA	NA	NA	NA	NA	NA	2016-07-15	NA	NA	NA	2019-07-15	2017-01-01	2018-06-01	1
NA	5902	2019-11-21	"Environmental Energy Investments"	"Berryhill Farm Solar Array"	"Solar Photovoltaics"	NA	NA	4.8	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Planning Permission Granted"	"Awaiting Construction"	"Site To South Of Berryhill Far, Tak-ma-Doon Road, Kilsyth, Glasgow, Strathclyde, Scotland"	"North Lanarkshire"	"Scotland"	"Scotland"	"G65 0RY"	273164	679927	"North Lanarkshire Council"	"15/02243/FUL"	NA	NA	NA	NA	NA	2015-10-21	NA	NA	NA	NA	NA	NA	2016-07-13	NA	NA	NA	2021-07-13	NA	NA	1
NA	5903	2019-11-21	"Environmental Energy Investments"	"Glenhead Farm Lower Solar Array"	"Solar Photovoltaics"	NA	NA	4.1	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Planning Permission Granted"	"Awaiting Construction"	"Glenhead Farm, High Banton Road, Kilsyth, Banton, Glasgow, Strathclyde, Scotland"	"North Lanarkshire"	"Scotland"	"Scotland"	"G65 0RB"	274229	678358	"North Lanarkshire Council"	"15/02232/FUL"	NA	NA	NA	NA	NA	2015-10-21	NA	NA	NA	NA	NA	NA	2016-07-06	NA	NA	NA	2021-07-06	NA	NA	1
NA	5909	2019-11-21	"Environmental Energy Investments"	"Glenhead Farm (Upper)"	"Solar Photovoltaics"	NA	NA	5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Planning Permission Granted"	"Awaiting Construction"	"Glenhead Farm, High Banton Road, Kilsyth, Glasgow, Strathclyde, Scotland"	"North Lanarkshire"	"Scotland"	"Scotland"	"G65 0RB"	273746	680043	"North Lanarkshire Council"	"15/02233/FUL"	NA	NA	NA	NA	NA	2015-10-21	NA	NA	NA	NA	NA	NA	2016-07-06	NA	NA	NA	2021-07-06	NA	NA	1
NA	5911	2019-10-23	"Stirling Council"	"Farm at Lower Polmaise"	"Solar Photovoltaics"	NA	NA	5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Planning Permission Expired"	"Planning Permission Expired"	"485M South East of, Lower Polmaise Refuse Handling, Fallin, Stirling, Central, Scotland"	"Stirling"	"Scotland"	"Scotland"	"FK7 7LU"	283438	693163	"Stirling Council"	"15/00492/FUL"	NA	NA	NA	NA	NA	2015-09-03	NA	NA	NA	NA	NA	NA	2015-10-08	NA	NA	NA	2018-10-08	NA	NA	1
NA	5912	2017-06-01	"RES UK & Ireland"	"Highlee Hill Wind Farm"	"Wind Onshore"	NA	NA	44.85	"n/a"	NA	NA	NA	"3.45"	"13"	"176"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Land S/o Lustruther Farmhouse, (Highlee Hill), Hawick, Borders, Scotland"	"Scottish Borders"	"Scotland"	"Scotland"	"TD9 8TN"	361972	618210	"Scottish Borders Council"	"16/00810/FUL"	NA	NA	NA	NA	NA	2016-07-01	2017-05-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	5914	2018-09-17	"Lark Energy"	"Parkhill Solar Farm"	"Solar Photovoltaics"	NA	NA	4.99	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Under Construction"	"Under Construction"	"Field 540M W Of Parkhill Farm, Letham Grange, Arbroath, Tayside, Scotland"	"Angus"	"Scotland"	"Scotland"	"DD11 5RG"	364125	745917	"Angus Council"	"15/00973/FULL"	NA	NA	NA	NA	NA	2015-11-02	NA	NA	NA	NA	NA	NA	2016-02-03	NA	NA	NA	2019-02-03	2017-01-01	NA	1
NA	5925	2015-12-01	"WRS West Torrance"	"West Torrance Farm"	"Wind Onshore"	NA	NA	1.5	"n/a"	NA	NA	NA	"1.5"	"1"	"130"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"West Torrance Farm, Harthill"	"North Lanarkshire"	"Scotland"	"Scotland"	"ML7 5TT"	290738	665842	"North Lanarkshire Council"	"11/00575/FUL"	NA	NA	NA	NA	NA	2011-05-20	2011-06-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	5945	2016-03-14	"GPV Rhynie"	"Cairnmore Solar Park (extension)"	"Solar Photovoltaics"	NA	NA	1.2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Operational"	"Operational"	"Cairnmore, Rhynie"	"Aberdeenshire"	"Scotland"	"Scotland"	"AB54 4NA"	350467	824466	"Aberdeenshire Council"	"APP/2015/1303"	NA	NA	NA	NA	NA	2015-05-05	NA	NA	NA	NA	NA	NA	2015-06-23	NA	NA	NA	2018-06-22	2015-07-01	2015-09-15	1
NA	5947	2015-12-17	"Gilkes Energy"	"Eas a Ghaill"	"Small Hydro"	NA	NA	1.5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Eas A Ghaill, Inverlochy, By Dalmally"	"Argyll and Bute"	"Scotland"	"Scotland"	NA	219607	727417	"Argyll and Bute Council"	"14/01709/PP"	NA	NA	NA	NA	NA	2014-07-24	NA	NA	NA	NA	NA	NA	2014-09-19	NA	NA	NA	2017-09-19	2014-11-01	2015-12-01	1
NA	5948	2015-12-17	"Gilkes Energy"	"Eas a Ghaill"	"Small Hydro"	NA	NA	1.5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Abandoned"	"Abandoned"	"Eas A Ghaill, Inverlochy, By Dalmally"	"Argyll and Bute"	"Scotland"	"Scotland"	NA	219607	727417	"Argyll and Bute Council"	"13/01955/PP"	NA	NA	NA	NA	NA	2013-10-17	NA	NA	NA	NA	NA	NA	2013-12-20	NA	NA	NA	2013-12-20	NA	NA	1
NA	5951	2018-08-20	"Earnside Energy"	"Binn Farm AD (extension)"	"Anaerobic Digestion"	NA	NA	1.5	"Yes"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Teg Environmental, Binn Farm, Perth, Tayside"	"Perth and Kinross"	"Scotland"	"Scotland"	"PH2 9PX"	317439	713725	"Perth and Kinross Council"	"15/02102/FLL"	NA	NA	NA	NA	NA	2015-12-07	NA	NA	NA	NA	NA	NA	2016-01-27	NA	NA	NA	2019-01-27	2016-02-15	2018-04-20	1
NA	5956	2018-11-19	"J and LC Beattie Ltd"	"Brackenhills Farm (resubmission)"	"Wind Onshore"	NA	NA	2.3	"n/a"	NA	NA	NA	"2.2999999999999998"	"1"	"99.5"	"n/a"	"Appeal Granted"	"Awaiting Construction"	"Land at Brackenhills Farm, Cornhill, Banff, Grampian"	"Aberdeenshire"	"Scotland"	"Scotland"	"AB45 2BD"	358303	859511	"Aberdeenshire Council"	"APP/2015/3800"	"PPA-110-2313"	NA	NA	NA	NA	2015-12-16	NA	2016-06-16	2016-09-08	NA	NA	2016-12-06	2016-12-06	NA	NA	NA	NA	NA	NA	1
NA	5960	2019-06-19	"Freelight (Shetland)"	"Culterfield Windfarm (resubmission)"	"Wind Onshore"	NA	NA	2.7	"n/a"	NA	NA	NA	"0.9"	"3"	"67"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Shelora, Cunningsburgh, Shetland"	"Shetland Islands"	"Scotland"	"Scotland"	"ZE2 9HB"	442000	1129500	"Shetland Islands Council"	"2015/425/PPF"	NA	NA	NA	NA	NA	2015-12-01	NA	NA	NA	NA	NA	NA	2016-03-31	NA	NA	NA	2021-03-30	NA	NA	1
NA	5962	2019-12-11	"RWE Npower Renewables / Innogy"	"Glen Noe River"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Under Construction"	"Under Construction"	"Glen Noe Estate, Loch Etive, Taynuilt, Strathclyde"	"Argyll and Bute"	"Scotland"	"Scotland"	"PA35 1HU"	204878	734104	"Argyll and Bute Council"	"15/03129/PP"	NA	NA	NA	NA	NA	2015-12-14	NA	NA	NA	NA	NA	NA	2016-09-09	NA	NA	NA	2019-09-09	2019-06-01	NA	1
NA	5963	2019-09-27	"E.ON UK"	"Land between Lorg Hill, Ewe Hill and Brown Hill"	"Wind Onshore"	NA	NA	32.4	"n/a"	NA	NA	NA	"3.3"	"9"	"149"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Land between Ewe Hill, Brown Hill and Lorg Hill, Dumfries"	"Dumfries and Galloway"	"Scotland"	"Scotland"	"DG2"	266135	600844	"Dumfries and Galloway Council"	"15/P/2/0337"	NA	NA	NA	NA	NA	2015-12-07	NA	NA	NA	NA	NA	NA	2019-07-18	NA	NA	NA	2024-07-18	NA	NA	1
NA	5964	2016-01-04	"Storas Uibhist"	"Lochdar Hill Wind Farm"	"Wind Onshore"	NA	NA	6.9	"n/a"	NA	NA	NA	"2.2999999999999998"	"3"	"99.5"	"n/a"	"Planning Application Submitted"	"Application Submitted"	"Iochdar Hill Wind Farm, Lochcarnan, Lochboisdale"	"Comhairle nan Eilean Siar"	"Scotland"	"Scotland"	"HS8 5"	81028	842424	"Comhairle nan Eilean Siar Council"	"15/00515/PPW"	NA	NA	NA	NA	NA	2015-12-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	5965	2017-12-19	"Gilkes Energy"	"River Pattack (resubmission)"	"Small Hydro"	NA	NA	2	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Powerhouse Building On The, Shore Of Loch Laggan, Kinloch Laggan, Newtonmore"	"Highland"	"Scotland"	"Scotland"	"PH20 1B"	254876	783125	"Highland Council"	"15/03858/FUL"	NA	NA	NA	NA	NA	2015-10-13	NA	NA	NA	NA	NA	NA	2015-11-19	NA	NA	NA	NA	2016-01-15	2017-12-07	1
NA	5980	2016-12-23	"Fordmouth Renewables"	"Fordmouth"	"Solar Photovoltaics"	NA	NA	5	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Ground"	"Appeal Refused"	"Application Refused"	"Hydrogen Plant, Carnwath Road, Carluke, Strathclyde"	"South Lanarkshire"	"Scotland"	"Scotland"	"ML8 4D"	298158	650900	"South Lanarkshire Council"	"CL/15/0455"	"PPA-380-2072"	NA	NA	NA	NA	2015-11-30	NA	2016-06-21	2016-09-19	NA	2016-12-23	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	5999	2019-11-21	"Peel Environmental"	"North Clyde Recycling Centre (resubmission)"	"Anaerobic Digestion"	NA	NA	1.6	"No"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Rothesay Dock, Dock Street, Clydebank"	"Strathclyde"	"Scotland"	"Scotland"	"G81 1LX"	250389	669199	"West Dunbartonshire Council"	"DC15/251"	NA	NA	NA	NA	NA	2015-11-18	NA	NA	NA	NA	NA	NA	2016-10-27	NA	NA	NA	2019-10-27	NA	NA	1
NA	6005	2019-12-06	"Boralex/Infinergy"	"Limekiln Wind Farm (resubmission)"	"Wind Onshore"	NA	NA	63	"n/a"	NA	NA	NA	"3"	"21"	"139"	"n/a"	"Appeal Granted"	"Awaiting Construction"	"Limekilns Estate, Reay, Thurso"	"Highland"	"Scotland"	"Scotland"	NA	298654	961356	"Scottish Government (S36)"	"EC00005269"	"WIN-270-8"	NA	NA	NA	NA	2016-06-15	NA	NA	2017-04-07	NA	NA	2019-06-21	2019-06-21	NA	NA	NA	NA	NA	NA	1
NA	6021	2016-05-06	"Private Developer"	"Govals Farm (Resubmission)"	"Wind Onshore"	NA	NA	4.8	"n/a"	NA	NA	NA	"0.8"	"6"	"86.5"	"n/a"	"Planning Permission Refused"	"Application Refused"	"Land North West Of Govals Farm, Kincaldrum, Forfar, Tayside"	"Angus"	"Scotland"	"Scotland"	"DD8 1TX"	342944	743328	"Angus Council"	"16/00055/EIAL"	NA	NA	NA	NA	NA	2016-02-01	NA	2016-03-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6022	2018-12-18	"Private Developer"	"Alton Muirhouse Farm"	"Wind Onshore"	NA	NA	6.8	"n/a"	NA	NA	NA	"3.4"	"2"	"130"	"n/a"	"Appeal Refused"	"Application Refused"	"Land Turbines Alton Muirhouse, Newmilns"	"Strathclyde"	"Scotland"	"Scotland"	"KA16 9LJ"	250877	640340	"East Ayrshire Council"	"15/0985/PP"	"PPA-190-2069"	NA	NA	NA	NA	2015-12-22	NA	2018-06-22	2018-09-21	NA	2018-12-11	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6036	2016-03-04	"E.ON Climate and Renewables UK"	"Lorg Windfarm"	"Wind Onshore"	NA	NA	49.5	"n/a"	NA	NA	NA	"3.3"	"15"	"130"	"n/a"	"Planning Application Submitted"	"Application Submitted"	"Lorg Windfarm, Ayr"	"Strathclyde"	"Scotland"	"Scotland"	"KA6"	263239	601647	"East Ayrshire Council"	"15/0935/PP"	NA	NA	NA	NA	NA	2016-01-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6040	2017-02-28	"J Haig Hamilton & Sons Ltd"	"Standalane near Ballencrieff"	"Anaerobic Digestion"	NA	NA	1	"Yes"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Appeal Refused"	"Application Refused"	"Land At Standalane, Near Ballencrieff, Longniddry"	"East Lothian"	"Scotland"	"Scotland"	"EH32 0PH"	348081	677289	"East Lothian Council"	"16/00068/P"	"PPA-210-2057"	NA	NA	NA	NA	2016-02-01	NA	NA	2016-06-27	NA	2017-02-27	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6044	2016-11-01	"Lower Thura Renewables"	"Lower Thura"	"Wind Onshore"	NA	NA	4.6	"n/a"	NA	NA	NA	"2.2999999999999998"	"2"	"92.5"	"n/a"	"Planning Permission Refused"	"Application Refused"	"Lower Thura, Bower, Wick, Highlands, Scotland"	"Highland"	"Scotland"	"Scotland"	"KW1 4TP"	325234	962304	"Highland Council"	"16/00268/FUL"	NA	NA	NA	NA	NA	2016-01-19	NA	2016-10-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6057	2019-01-03	"Coriolis Energy/ ESB"	"Glendye Estate"	"Wind Onshore"	NA	NA	104	"n/a"	NA	NA	NA	"4"	"26"	"150"	"n/a"	"Planning Application Submitted"	"Application Submitted"	"Glendye Estate, near Fettercairn, Aberdeenshire"	"Aberdeenshire"	"Scotland"	"Scotland"	NA	364878	786267	"Scottish Government (S36)"	"ECU00000676"	NA	NA	NA	NA	NA	2018-10-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6061	2019-03-20	"Northern Energy Developments"	"Acharn Forest Killin Biomass Plant"	"Biomass (dedicated)"	NA	NA	5.6	"Yes"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Acharn Forest, Killin, Stirling"	"Stirling"	"Scotland"	"Scotland"	"FK21 8RA"	256236	731409	"Loch Lomond and The Trossachs National Park Authority"	"2014/0258/DET"	NA	NA	NA	NA	NA	2014-10-22	NA	NA	NA	NA	NA	NA	2015-02-02	NA	NA	NA	NA	2017-01-15	2017-07-15	1
NA	6080	2016-09-01	"Scottish Enterprise/SSE"	"Hunterston Test Centre (Phase 2)"	"Wind Onshore"	NA	NA	8	"n/a"	NA	NA	NA	"8"	"1"	"220"	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Hunterston Construction Yard, Fairlie Largs, Largs"	"Strathclyde"	"Scotland"	"Scotland"	"KA30 9AG"	219008	652726	"North Ayrshire Council"	"16/00060/PP"	NA	NA	NA	NA	NA	2016-01-28	2016-08-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6082	2019-09-19	"University of St Andrews"	"Kenly Wind Farm (Resubmission)"	"Wind Onshore"	NA	NA	12.3	"n/a"	NA	NA	NA	"2.0499999999999998"	"6"	"100"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Kenly Farm, Boarhills, St. Andrews, Fife"	"Fife"	"Scotland"	"Scotland"	"KY16 8PW"	355244	713277	"Fife Council"	"16/01425/EIA"	NA	NA	NA	NA	NA	2016-04-22	NA	NA	NA	NA	NA	NA	2016-08-25	NA	NA	NA	2019-08-25	NA	NA	1
NA	6091	2016-04-06	"GIB and Equitix"	"Pulteney Distillery"	"Biomass (dedicated)"	NA	NA	3.5	"Yes"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Pultneytown Distillery, Huddart St, Wick, Highlands and Islands"	"Highland"	"Scotland"	"Scotland"	"KW1 5BA"	336714	950114	"Highland Council"	"11/00235/FUL"	NA	NA	NA	NA	NA	2011-01-21	NA	NA	NA	NA	NA	NA	2011-02-25	NA	NA	NA	NA	2011-04-25	2012-01-01	1
NA	6099	2019-12-04	"Buccleuch Estate/ 2020 Renewables"	"Hopsrig Wind Farm"	"Wind Onshore"	NA	NA	42	"n/a"	NA	NA	NA	"3.5"	"12"	"140"	"n/a"	"Appeal Granted"	"Awaiting Construction"	"7.5Km NW of Langholm, Westerkirk, Langholm"	"Dumfries and Galloway"	"Scotland"	"Scotland"	"DG13 0A"	327484	588675	"Dumfries and Galloway Council"	"17/0415/FUL"	"PPA-170-2135"	NA	NA	NA	NA	2017-03-02	NA	2018-08-17	2018-11-14	NA	NA	2019-01-28	2019-01-28	NA	NA	NA	2024-01-28	NA	NA	1
NA	6102	2018-09-17	"Grangemouth Generation Ltd"	"Avondale Quarry (Pilot)"	"Advanced Conversion Technologies"	NA	NA	2	"no"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Avondale Quarry, Polmont, Falkirk, Central"	"Falkirk"	"Scotland"	"Scotland"	"FK2 0YG"	295367	678750	"Falkirk Council"	"P/16/0223/FUL"	NA	NA	NA	NA	NA	2016-04-12	NA	NA	NA	NA	NA	NA	2016-06-08	NA	NA	NA	2019-06-08	2016-04-01	2017-04-01	1
NA	6106	2016-08-18	"Green Cat Renewables"	"Marshill Farm"	"Wind Onshore"	NA	NA	1.5	"n/a"	NA	NA	NA	"1.5"	"1"	"119"	"n/a"	"Operational"	"Operational"	"Farmland to the West of, Draffan Road, Draffanmarshill Farm, Lanark, Strathclyde"	"South Lanarkshire"	"Scotland"	"Scotland"	"ML11 9PW"	278551	645431	"South Lanarkshire Council"	"CL/12/0300"	NA	NA	NA	NA	NA	2012-07-09	NA	NA	NA	NA	NA	NA	2013-12-18	NA	NA	NA	2019-06-17	2014-12-01	2015-08-01	1
NA	6113	2019-11-18	"Northern Energy Developments"	"Achnabreck"	"Advanced Conversion Technologies"	NA	NA	5.5	"Yes"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Lochgair, Lochgilphead"	"Argyll and Bute"	"Scotland"	"Scotland"	"PA31 8SD"	192406	690450	"Argyll and Bute Council"	"16/00885/PP"	NA	NA	NA	NA	NA	2016-04-14	NA	NA	NA	NA	NA	NA	2016-05-25	NA	NA	NA	2019-05-25	NA	NA	1
NA	6119	2018-02-01	"E.ON UK"	"Bridge House, Muasdale, Tarbert, Strathclyde"	"Wind Onshore"	NA	NA	47.6	"n/a"	NA	NA	NA	"3.4"	"14"	"126.5"	"n/a"	"Appeal Lodged"	"Application Refused"	"Bridge House, Muasdale, Tarbert, Strathclyde"	"Argyll and Bute"	"Scotland"	"Scotland"	"PA29 6XD"	172190	641550	"Argyll and Bute Council"	"16/01313/PP"	"PPA-130-2064"	NA	NA	NA	NA	2016-05-18	NA	2017-09-21	2017-12-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6135	2019-12-17	"RWE"	"Harryburn Wind Farm"	"Wind Onshore"	NA	NA	67	"n/a"	NA	NA	NA	"3.6"	"16"	"150"	"n/a"	"Appeal Refused"	"Application Refused"	"1.3km east of Leadhills, Leadhills Road, Elvanfoot, 1km south-west of Crawford, Biggar, Strathclyde"	"South Lanarkshire"	"Scotland"	"Scotland"	"ML12 6TE"	291570	618905	"Scottish Government (S36)"	"EC00005277"	"WIN-380-1"	NA	NA	NA	NA	2017-05-17	NA	NA	2018-04-23	NA	2019-09-27	NA	NA	NA	NA	NA	NA	NA	NA	1
NA	6136	2019-10-31	"Kincardine Offshore Wind"	"Kincardine Offshore Windfarm"	"Wind Offshore"	NA	NA	50	"n/a"	NA	NA	NA	"6"	"8"	"176"	"n/a"	"Under Construction"	"Under Construction"	"Kincardine Offshore Windfarm, Laurencekirk, Grampian"	"Offshore"	"Offshore"	"Scotland"	NA	407766	789575	"Marine Scotland"	"APP/2016/1726"	NA	NA	NA	NA	NA	2016-06-16	NA	NA	NA	NA	NA	NA	2017-03-07	NA	NA	NA	NA	2018-10-01	NA	1
NA	6138	2018-02-01	"Glennon Brothers Troon"	"Harbour Road"	"Biomass (dedicated)"	NA	NA	2.55	"Yes"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"n/a"	"Operational"	"Operational"	"Harbour Road, Troon, Strathclyde"	"South Ayrshire"	"Scotland"	"Scotland"	"KA10 6DX"	230930	631425	"South Ayrshire Council"	"16/00584/APP"	NA	NA	NA	NA	NA	2016-06-13	NA	NA	NA	NA	NA	NA	2016-07-05	NA	NA	NA	2019-07-05	2016-08-15	2017-03-18	1
NA	6147	2019-09-16	"EnergieKontor UK"	"Pines Burn Wind Farm"	"Wind Onshore"	NA	NA	36	"n/a"	NA	NA	NA	"3"	"12"	"145"	"n/a"	"Appeal Granted"	"Awaiting Construction"	"Land South West of Lurgiescleuch, Hawick, Borders"	"Scottish Borders"	"Scotland"	"Scotland"	"TD9 9TW"	353795	606879	"Scottish Borders Council"	"17/00010/FUL"	"PPA-140-2069"	NA	NA	NA	NA	2017-01-11	NA	2017-11-06	2017-12-22	NA	NA	2018-08-17	2018-08-17	NA	NA	NA	NA	NA	NA	1
NA	6156	2018-11-16	"McLaughlin and Harvey"	"Michelin Tyres"	"Solar Photovoltaics"	NA	NA	NA	"n/a"	NA	NA	NA	"n/a"	"n/a"	"n/a"	"Roof"	"Abandoned"	"Abandoned"	"Michelin Tyres Plc, Baldovie Road, Dundee, Tayside"	"Dundee"	"Scotland"	"Scotland"	"DD4 8UQ"	345154	732713	"Dundee City Council"	"16/00190/FULL"	NA	NA	NA	NA	NA	2016-02-05	NA	NA	NA	NA	NA	NA	2016-03-31	NA	NA	NA	NA	NA	NA	1
NA	6158	2019-10-08	"EDPR"	"Moray Firth 2 (West)"	"Wind Offshore"	NA	NA	850	"n/a"	NA	NA	NA	"10"	"85"	"230"	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Smith Bank, Moray Firth - 22.5 km off Lybster"	"Highland"	"Scotland"	"Scotland"	NA	322637	909733	"Scottish Government (S36)"	"18/03309/S35"	NA	NA	NA	NA	NA	2018-07-15	NA	NA	NA	NA	NA	NA	2019-06-14	NA	NA	NA	2044-06-13	NA	NA	1
